URL;Precio;Area;Latitud;Longitud
https://urbania.pe/inmueble/proyecto-varela-city-club-iniciamos-obra-lima-brena-grupo-tyc-2870;US$ 55,650;41.83-80.41;-77.052777796;-12.067053837
https://urbania.pe/inmueble/proyecto-neocity-entrega-inmediata-lima-pueblo-libre-grupo-tyc-2685;US$ 118,519;71.55-85.90;-77.061106323;-12.068349608
https://urbania.pe/inmueble/proyecto-flamingo-lima-jesus-maria-grupo-tyc-4190;US$ 54,547;40.00-79.00;-77.046704635474;-12.067139809518
https://urbania.pe/inmueble/proyecto-costanera-29-lima-san-miguel-grupo-tyc-4192;US$ 88,724;69.49-81.34;-77.110782414417;-12.0784791859
https://urbania.pe/inmueble/proyecto-robles-prime-entrega-inmediata-ultimos-departamentos-en-san-isidro-lima-san-isidro-grupo-tyc-2734;US$ 204,243;101.30-281.30;-77.032585;-12.0971829
https://urbania.pe/inmueble/proyecto-belorama-entrega-inmediata-jesus-maria-lima-jesus-maria-grupo-tyc-1400;US$ 120,534;65.30-101.15;-77.051378312;-12.082762933
https://urbania.pe/inmueble/proyecto-nossa-en-construccion-lima-jesus-maria-grupo-tyc-3598;US$ 80,168;56.10-122.66;-77.045481548163;-12.066195549081
https://urbania.pe/inmueble/proyecto-gallery-lima-san-isidro-grupo-tyc-4086;US$ 171,103;68.45-120.38;-77.053691538537;-12.095312225884
https://urbania.pe/inmueble/proyecto-vitta-entrega-inmediata-lince-lima-lince-grupo-tyc-2661;US$ 190,633;100.00-134.00;-77.036183795771;-12.089033206615
https://urbania.pe/inmueble/proyecto-meridian-lujosos-flats-y-duplex-en-miraflores-lima-miraflores-grupo-tyc-1401;US$ 272,719;108.00-183.35;-77.05041896696;-12.112677461148
https://urbania.pe/inmueble/proyecto-iq-oficinas-parodi-lima-san-isidro-grupo-tyc-3825;US$ 91,408;35.30-116.56;-77.029412399127;-12.091574629972
https://urbania.pe/inmueble/proyecto-bertolotto-gran-preventa-san-miguel-lima-san-miguel-grupo-tyc-3692;US$ 75,787;37.12-87.16;-77.082876711826;-12.091566787667
https://urbania.pe/inmueble/proyecto-mood-lima-barranco-vv-grupo-inmobiliario-4033;US$ 115,000;40.00-85.00;-77.019021462;-12.133883997
https://urbania.pe/inmueble/proyecto-libertad-lima-san-miguel-grupo-blf--4287;US$ 58,301;47.53-72.30;-77.099110318;-12.081444276
